t,alpha,alpha_dot
4.61,-0.0383917,-1.54511
4.615,-0.0461122,-1.54304
4.62,-0.0538214,-1.54059
4.625,-0.0615175,-1.53776
4.63,-0.0691984,-1.53456
4.635,-0.0768625,-1.53098
4.64,-0.0845076,-1.52703
4.645,-0.0921321,-1.5227
4.65,-0.099734,-1.518
4.655,-0.107312,-1.51293
4.66,-0.114863,-1.5075
4.665,-0.122386,-1.50169
4.67,-0.129879,-1.49552
4.675,-0.13734,-1.48899
4.68,-0.144768,-1.48209
4.685,-0.152161,-1.47483
4.69,-0.159516,-1.46722
4.695,-0.166832,-1.45925
4.7,-0.174108,-1.45093
4.705,-0.181341,-1.44226
4.71,-0.18853,-1.43324
4.715,-0.195673,-1.42388
4.72,-0.202768,-1.41417
4.725,-0.209814,-1.40412
4.73,-0.216809,-1.39374
4.735,-0.223751,-1.38302
4.74,-0.230639,-1.37197
4.745,-0.23747,-1.3606
4.75,-0.244244,-1.34889
4.755,-0.250958,-1.33687
4.76,-0.257612,-1.32453
4.765,-0.264203,-1.31188
4.77,-0.27073,-1.29892
4.775,-0.277192,-1.28565
4.78,-0.283586,-1.27207
4.785,-0.289912,-1.2582
4.79,-0.296168,-1.24403
4.795,-0.302352,-1.22957
4.8,-0.308463,-1.21482
4.805,-0.3145,-1.19979
4.81,-0.320461,-1.18448
4.815,-0.326344,-1.16889
4.82,-0.332149,-1.15303
4.825,-0.337874,-1.1369
4.83,-0.343518,-1.12051
4.835,-0.349079,-1.10386
4.84,-0.354556,-1.08696
4.845,-0.359948,-1.06981
4.85,-0.365253,-1.05241
4.855,-0.370471,-1.03477
4.86,-0.375601,-1.01689
4.865,-0.38064,-0.998784
4.87,-0.385588,-0.980448
4.875,-0.390444,-0.961889
4.88,-0.395207,-0.943113
4.885,-0.399875,-0.924123
4.89,-0.404448,-0.904924
4.895,-0.408924,-0.885521
4.9,-0.413302,-0.865919
4.905,-0.417583,-0.846122
4.91,-0.421763,-0.826136
4.915,-0.425844,-0.805964
4.92,-0.429823,-0.785613
4.925,-0.4337,-0.765087
4.93,-0.437473,-0.74439
4.935,-0.441143,-0.723528
4.94,-0.444708,-0.702506
4.945,-0.448168,-0.681328
4.95,-0.451521,-0.659999
4.955,-0.454768,-0.638525
4.96,-0.457906,-0.61691
4.965,-0.460937,-0.595159
4.97,-0.463858,-0.573278
4.975,-0.466669,-0.551271
4.98,-0.46937,-0.529143
4.985,-0.47196,-0.5069
4.99,-0.474439,-0.484545
4.995,-0.476806,-0.462085
5,-0.47906,-0.439525
5.005,-0.481201,-0.416868
5.01,-0.483228,-0.394121
5.015,-0.485142,-0.371289
5.02,-0.486941,-0.348376
5.025,-0.488625,-0.325387
5.03,-0.490195,-0.302328
5.035,-0.491649,-0.279203
5.04,-0.492987,-0.256019
5.045,-0.494209,-0.232778
5.05,-0.495314,-0.209488
5.055,-0.496304,-0.186152
5.06,-0.497176,-0.162777
5.065,-0.497931,-0.139366
5.07,-0.498569,-0.115925
5.075,-0.49909,-0.0924589
5.08,-0.499494,-0.0689731
5.085,-0.49978,-0.0454725
5.09,-0.499949,-0.0219621
5.095,-0.5,0.00155303
5.1,-0.499933,0.0250678
5.105,-0.499749,0.0485772
5.11,-0.499447,0.0720762
5.115,-0.499028,0.0955596
5.12,-0.498492,0.119022
5.125,-0.497838,0.14246
5.13,-0.497067,0.165866
5.135,-0.49618,0.189237
5.14,-0.495175,0.212567
5.145,-0.494054,0.235851
5.15,-0.492817,0.259084
5.155,-0.491463,0.282261
5.16,-0.489994,0.305377
5.165,-0.48841,0.328428
5.17,-0.48671,0.351406
5.175,-0.484896,0.374309
5.18,-0.482967,0.397131
5.185,-0.480924,0.419866
5.19,-0.478768,0.44251
5.195,-0.4765,0.465058
5.2,-0.474118,0.487504
5.205,-0.471625,0.509844
5.21,-0.46902,0.532073
5.215,-0.466304,0.554185
5.22,-0.463478,0.576175
5.225,-0.460543,0.59804
5.23,-0.457498,0.619773
5.235,-0.454345,0.641369
5.24,-0.451085,0.662825
5.245,-0.447717,0.684134
5.25,-0.444243,0.705291
5.255,-0.440664,0.726293
5.26,-0.436981,0.747133
5.265,-0.433193,0.767808
5.27,-0.429303,0.788311
5.275,-0.425311,0.808639
5.28,-0.421217,0.828786
5.285,-0.417023,0.848748
5.29,-0.41273,0.868519
5.295,-0.408338,0.888095
5.3,-0.403849,0.907471
5.305,-0.399264,0.926643
5.31,-0.394583,0.945605
5.315,-0.389808,0.964353
5.32,-0.38494,0.982883
5.325,-0.37998,1.00119
5.33,-0.374928,1.01927
5.335,-0.369787,1.03711
5.34,-0.364558,1.05472
5.345,-0.359241,1.07209
5.35,-0.353837,1.08921
5.355,-0.348349,1.10608
5.36,-0.342777,1.12269
5.365,-0.337122,1.13905
5.37,-0.331387,1.15514
5.375,-0.325571,1.17096
5.38,-0.319678,1.18651
5.385,-0.313707,1.20179
5.39,-0.30766,1.21679
5.395,-0.301539,1.2315
5.4,-0.295346,1.24592
5.405,-0.289081,1.26005
5.41,-0.282746,1.27388
5.415,-0.276342,1.28742
5.42,-0.269872,1.30065
5.425,-0.263336,1.31357
5.43,-0.256737,1.32618
5.435,-0.250075,1.33848
5.44,-0.243353,1.35046
5.445,-0.236571,1.36212
5.45,-0.229732,1.37345
5.455,-0.222837,1.38445
5.46,-0.215888,1.39513
5.465,-0.208886,1.40547
5.47,-0.201834,1.41547
5.475,-0.194732,1.42513
5.48,-0.187583,1.43445
5.485,-0.180388,1.44343
5.49,-0.173149,1.45205
5.495,-0.165868,1.46033
5.5,-0.158547,1.46825
5.505,-0.151186,1.47581
5.51,-0.143789,1.48302
5.515,-0.136357,1.48987
5.52,-0.128891,1.49636
5.525,-0.121394,1.50248
5.53,-0.113867,1.50824
5.535,-0.106312,1.51362
5.54,-0.0987313,1.51864
5.545,-0.0911263,1.52329
5.55,-0.083499,1.52757
5.555,-0.0758512,1.53148
5.56,-0.0681848,1.535
5.565,-0.0605018,1.53816
5.57,-0.0528039,1.54094
5.575,-0.0450931,1.54334
5.58,-0.0373712,1.54536
5.585,-0.0296401,1.547
5.59,-0.0219018,1.54827
5.595,-0.0141581,1.54915
5.6,-0.00641092,1.54965
5.605,0.00133782,1.54978
5.61,0.00908623,1.54952
5.615,0.0168324,1.54889
5.62,0.0245745,1.54787
5.625,0.0323105,1.54648
5.63,0.0400386,1.5447
5.635,0.0477569,1.54255
5.64,0.0554635,1.54002
5.645,0.0631565,1.53711
5.65,0.070834,1.53383
5.655,0.0784941,1.53017
5.66,0.086135,1.52614
5.665,0.0937549,1.52173
5.67,0.101352,1.51695
5.675,0.108924,1.51181
5.68,0.116469,1.50629
5.685,0.123986,1.50041
5.69,0.131473,1.49416
5.695,0.138927,1.48755
5.7,0.146347,1.48057
5.705,0.153732,1.47324
5.71,0.161079,1.46555
5.715,0.168387,1.45751
5.72,0.175654,1.44911
5.725,0.182878,1.44037
5.73,0.190057,1.43127
5.735,0.19719,1.42183
5.74,0.204275,1.41205
5.745,0.21131,1.40194
5.75,0.218293,1.39148
5.755,0.225224,1.38069
5.76,0.2321,1.36957
5.765,0.238919,1.35813
5.77,0.245681,1.34636
5.775,0.252382,1.33427
5.78,0.259023,1.32186
5.785,0.2656,1.30914
5.79,0.272114,1.29611
5.795,0.278561,1.28278
5.8,0.284941,1.26914
5.805,0.291252,1.2552
5.81,0.297492,1.24097
5.815,0.303661,1.22645
5.82,0.309756,1.21164
5.825,0.315777,1.19655
5.83,0.321721,1.18118
5.835,0.327588,1.16553
5.84,0.333376,1.14961
5.845,0.339084,1.13343
5.85,0.34471,1.11698
5.855,0.350253,1.10028
5.86,0.355713,1.08332
5.865,0.361086,1.06612
5.87,0.366373,1.04867
5.875,0.371573,1.03098
5.88,0.376683,1.01305
5.885,0.381703,0.994893
5.89,0.386631,0.97651
5.895,0.391467,0.957904
5.9,0.39621,0.939082
5.905,0.400858,0.920047
5.91,0.40541,0.900804
5.915,0.409866,0.881358
5.92,0.414223,0.861714
5.925,0.418482,0.841876
5.93,0.422642,0.82185
5.935,0.426701,0.80164
5.94,0.430658,0.781251
5.945,0.434513,0.760688
5.95,0.438264,0.739956
5.955,0.441912,0.719059
5.96,0.445455,0.698003
5.965,0.448892,0.676793
5.97,0.452222,0.655433
5.975,0.455446,0.633928
5.98,0.458562,0.612284
5.985,0.461569,0.590505
5.99,0.464466,0.568596
5.995,0.467254,0.546563
6,0.469932,0.52441
6.005,0.472498,0.502143
6.01,0.474953,0.479765
6.015,0.477296,0.457283
6.02,0.479526,0.434702
6.025,0.481643,0.412026
6.03,0.483646,0.38926
6.035,0.485535,0.36641
6.04,0.48731,0.34348
6.045,0.48897,0.320476
6.05,0.490514,0.297403
6.055,0.491944,0.274265
6.06,0.493257,0.251068
6.065,0.494454,0.227817
6.07,0.495535,0.204516
6.075,0.496499,0.181172
6.08,0.497347,0.157788
6.085,0.498077,0.13437
6.09,0.49869,0.110924
6.095,0.499186,0.087453
6.1,0.499565,0.0639637
6.105,0.499826,0.0404605
6.11,0.499969,0.0169487
6.115,0.499995,-0.00656678
6.12,0.499904,-0.0300809
6.125,0.499695,-0.0535885
6.13,0.499368,-0.0770845
6.135,0.498924,-0.100564
6.14,0.498362,-0.124022
6.145,0.497684,-0.147453
6.15,0.496888,-0.170852
6.155,0.495975,-0.194215
6.16,0.494946,-0.217535
6.165,0.4938,-0.240809
6.17,0.492538,-0.264031
6.175,0.49116,-0.287195
6.18,0.489666,-0.310298
6.185,0.488057,-0.333333
6.19,0.486333,-0.356296
6.195,0.484494,-0.379182
6.2,0.482541,-0.401986
6.205,0.480474,-0.424702
6.21,0.478294,-0.447326
6.215,0.476001,-0.469852
6.22,0.473596,-0.492276
6.225,0.471079,-0.514593
6.23,0.46845,-0.536797
6.235,0.465711,-0.558884
6.24,0.462861,-0.580848
6.245,0.459903,-0.602685
6.25,0.456835,-0.624389
6.255,0.453659,-0.645956
6.26,0.450375,-0.66738
6.265,0.446985,-0.688658
6.27,0.443489,-0.709782
6.275,0.439888,-0.73075
6.28,0.436182,-0.751555
6.285,0.432373,-0.772194
6.29,0.42846,-0.79266
6.295,0.424446,-0.81295
6.3,0.420331,-0.833058
6.305,0.416116,-0.852979
6.31,0.411802,-0.872709
6.315,0.407389,-0.892243
6.32,0.40288,-0.911576
6.325,0.398274,-0.930704
6.33,0.393573,-0.949621
6.335,0.388778,-0.968322
6.34,0.38389,-0.986805
6.345,0.37891,-1.00506
6.35,0.37384,-1.02309
6.355,0.36868,-1.04089
6.36,0.363431,-1.05844
6.365,0.358096,-1.07576
6.37,0.352674,-1.09282
6.375,0.347168,-1.10964
6.38,0.341578,-1.1262
6.385,0.335906,-1.1425
6.39,0.330154,-1.15854
6.395,0.324321,-1.1743
6.4,0.318411,-1.1898
6.405,0.312424,-1.20501
6.41,0.306361,-1.21995
6.415,0.300225,-1.2346
6.42,0.294016,-1.24896
6.425,0.287736,-1.26302
6.43,0.281386,-1.27679
6.435,0.274968,-1.29026
6.44,0.268484,-1.30343
6.445,0.261935,-1.31629
6.45,0.255322,-1.32883
6.455,0.248647,-1.34106
6.46,0.241912,-1.35297
6.465,0.235118,-1.36456
6.47,0.228267,-1.37582
6.475,0.22136,-1.38676
6.48,0.2144,-1.39736
6.485,0.207387,-1.40763
6.49,0.200324,-1.41756
6.495,0.193212,-1.42715
6.5,0.186053,-1.43639
6.505,0.178849,-1.44529
6.51,0.171601,-1.45385
6.515,0.164311,-1.46204
6.52,0.156981,-1.46989
6.525,0.149612,-1.47738
6.53,0.142207,-1.48451
6.535,0.134768,-1.49128
6.54,0.127295,-1.49769
6.545,0.119791,-1.50374
6.55,0.112258,-1.50942
6.555,0.104698,-1.51473
6.56,0.0971118,-1.51967
6.565,0.0895019,-1.52424
6.57,0.0818701,-1.52843
6.575,0.0742182,-1.53226
6.58,0.0665481,-1.53571
6.585,0.0588617,-1.53878
6.59,0.0511609,-1.54148
6.595,0.0434475,-1.5438
6.6,0.0357235,-1.54574
6.605,0.0279908,-1.5473
6.61,0.0202511,-1.54849
6.615,0.0125066,-1.54929
6.62,0.00475889,-1.54971
6.625,-0.00298994,-1.54976
6.63,-0.010738,-1.54942
6.635,-0.0184835,-1.5487
6.64,-0.0262244,-1.54761
6.645,-0.0339589,-1.54613
6.65,-0.0416851,-1.54428
6.655,-0.049401,-1.54204
6.66,-0.0571049,-1.53943
6.665,-0.0647947,-1.53644
6.67,-0.0724687,-1.53308
6.675,-0.0801249,-1.52934
6.68,-0.0877615,-1.52523
6.685,-0.0953766,-1.52074
6.69,-0.102968,-1.51589
6.695,-0.110535,-1.51066
6.7,-0.118074,-1.50507
6.705,-0.125585,-1.4991
6.71,-0.133065,-1.49278
6.715,-0.140512,-1.48609
6.72,-0.147925,-1.47904
6.725,-0.155302,-1.47163
6.73,-0.162641,-1.46387
6.735,-0.16994,-1.45575
6.74,-0.177198,-1.44728
6.745,-0.184412,-1.43846
6.75,-0.191582,-1.42929
6.755,-0.198704,-1.41978
6.76,-0.205779,-1.40993
6.765,-0.212803,-1.39973
6.77,-0.219776,-1.38921
6.775,-0.226695,-1.37835
6.78,-0.233559,-1.36716
6.785,-0.240366,-1.35565
6.79,-0.247114,-1.34381
6.795,-0.253803,-1.33165
6.8,-0.26043,-1.31918
6.805,-0.266995,-1.30639
6.81,-0.273494,-1.2933
6.815,-0.279927,-1.2799
6.82,-0.286292,-1.26619
6.825,-0.292588,-1.25219
6.83,-0.298814,-1.2379
6.835,-0.304967,-1.22332
6.84,-0.311046,-1.20845
6.845,-0.317051,-1.19329
6.85,-0.322979,-1.17786
6.855,-0.328829,-1.16216
6.86,-0.3346,-1.14618
6.865,-0.34029,-1.12994
6.87,-0.345899,-1.11344
6.875,-0.351424,-1.09669
6.88,-0.356866,-1.07968
6.885,-0.362221,-1.06242
6.89,-0.367489,-1.04492
6.895,-0.37267,-1.02717
6.9,-0.377761,-1.0092
6.905,-0.382761,-0.990993
6.91,-0.38767,-0.972561
6.915,-0.392486,-0.953909
6.92,-0.397209,-0.935041
6.925,-0.401836,-0.915961
6.93,-0.406368,-0.896675
6.935,-0.410803,-0.877186
6.94,-0.41514,-0.8575
6.945,-0.419378,-0.837622
6.95,-0.423516,-0.817557
6.955,-0.427553,-0.797308
6.96,-0.431488,-0.776881
6.965,-0.435321,-0.756282
6.97,-0.439051,-0.735514
6.975,-0.442676,-0.714583
6.98,-0.446197,-0.693494
6.985,-0.449611,-0.672251
6.99,-0.452919,-0.65086
6.995,-0.456119,-0.629325
7,-0.459212,-0.607651
7.005,-0.462196,-0.585844
7.01,-0.46507,-0.563909
7.015,-0.467834,-0.54185
7.02,-0.470488,-0.519672
7.025,-0.473031,-0.497381
7.03,-0.475462,-0.474981
7.035,-0.477781,-0.452477
7.04,-0.479987,-0.429875
7.045,-0.482079,-0.407179
7.05,-0.484058,-0.384395
7.055,-0.485923,-0.361528
7.06,-0.487673,-0.338582
7.065,-0.489309,-0.315562
7.07,-0.490829,-0.292475
7.075,-0.492233,-0.269324
7.08,-0.493522,-0.246115
7.085,-0.494694,-0.222853
7.09,-0.49575,-0.199542
7.095,-0.49669,-0.176189
7.1,-0.497512,-0.152798
7.105,-0.498218,-0.129373
7.11,-0.498806,-0.105921
7.115,-0.499277,-0.0824463
7.12,-0.49963,-0.0589536
7.125,-0.499866,-0.0354482
7.13,-0.499985,-0.0119351
7.135,-0.499986,0.0115805
7.14,-0.499869,0.0350936
7.145,-0.499635,0.0585992
7.15,-0.499283,0.0820921
7.155,-0.498814,0.105567
7.16,-0.498227,0.12902
7.165,-0.497524,0.152445
7.17,-0.496703,0.175837
7.175,-0.495765,0.199191
7.18,-0.494711,0.222502
7.185,-0.493541,0.245765
7.19,-0.492254,0.268974
7.195,-0.490851,0.292126
7.2,-0.489333,0.315215
7.205,-0.487699,0.338235
7.21,-0.48595,0.361182
7.215,-0.484087,0.384051
7.22,-0.48211,0.406836
7.225,-0.480019,0.429533
7.23,-0.477815,0.452137
7.235,-0.475498,0.474642
7.24,-0.473068,0.497043
7.245,-0.470527,0.519337
7.25,-0.467875,0.541516
7.255,-0.465113,0.563577
7.26,-0.46224,0.585515
7.265,-0.459258,0.607323
7.27,-0.456167,0.628999
7.275,-0.452968,0.650536
7.28,-0.449662,0.671929
7.285,-0.446249,0.693174
7.29,-0.44273,0.714266
7.295,-0.439106,0.7352
7.3,-0.435378,0.75597
7.305,-0.431547,0.776572
7.31,-0.427613,0.797001
7.315,-0.423577,0.817252
7.32,-0.419441,0.837321
7.325,-0.415204,0.857202
7.33,-0.410869,0.876891
7.335,-0.406436,0.896382
7.34,-0.401906,0.915672
7.345,-0.397279,0.934755
7.35,-0.392558,0.953626
7.355,-0.387744,0.972282
7.36,-0.382836,0.990716
7.365,-0.377837,1.00893
7.37,-0.372747,1.0269
7.375,-0.367568,1.04465
7.38,-0.362301,1.06216
7.385,-0.356947,1.07942
7.39,-0.351507,1.09643
7.395,-0.345983,1.11319
7.4,-0.340376,1.1297
7.405,-0.334686,1.14594
7.41,-0.328917,1.16192
7.415,-0.323068,1.17763
7.42,-0.317141,1.19306
7.425,-0.311138,1.20822
7.43,-0.305059,1.22309
7.435,-0.298907,1.23768
7.44,-0.292683,1.25198
7.445,-0.286388,1.26599
7.45,-0.280023,1.27969
7.455,-0.273591,1.2931
7.46,-0.267093,1.3062
7.465,-0.26053,1.31899
7.47,-0.253904,1.33146
7.475,-0.247216,1.34363
7.48,-0.240468,1.35547
7.485,-0.233662,1.36699
7.49,-0.226799,1.37818
7.495,-0.21988,1.38905
7.5,-0.212909,1.39958
7.505,-0.205885,1.40977
7.51,-0.198812,1.41963
7.515,-0.191689,1.42915
7.52,-0.184521,1.43832
7.525,-0.177307,1.44715
7.53,-0.17005,1.45562
7.535,-0.162751,1.46375
7.54,-0.155413,1.47152
7.545,-0.148037,1.47893
7.55,-0.140624,1.48599
7.555,-0.133177,1.49268
7.56,-0.125698,1.49901
7.565,-0.118188,1.50498
7.57,-0.110649,1.51058
7.575,-0.103083,1.51581
7.58,-0.0954912,1.52067
7.585,-0.0878765,1.52516
7.59,-0.0802402,1.52928
7.595,-0.0725843,1.53303
7.6,-0.0649106,1.5364
7.605,-0.057221,1.53939
7.61,-0.0495173,1.54201
7.615,-0.0418015,1.54424
7.62,-0.0340755,1.5461
7.625,-0.0263411,1.54759
7.63,-0.0186003,1.54869
7.635,-0.0108549,1.54941
7.64,-0.00310681,1.54975
7.645,0.00464202,1.54972
7.65,0.0123897,1.5493
7.655,0.0201344,1.5485
7.66,0.0278741,1.54732
7.665,0.035607,1.54577
7.67,0.0433311,1.54383
7.675,0.0510446,1.54152
7.68,0.0587457,1.53883
7.685,0.0664323,1.53576
7.69,0.0741026,1.53231
7.695,0.0817548,1.5285
7.7,0.0893869,1.5243
7.705,0.0969972,1.51974
7.71,0.104584,1.5148
7.715,0.112145,1.5095
7.72,0.119678,1.50383
7.725,0.127182,1.49779
7.73,0.134655,1.49138
7.735,0.142095,1.48462
7.74,0.149501,1.47749
7.745,0.15687,1.47001
7.75,0.1642,1.46217
7.755,0.171491,1.45397
7.76,0.17874,1.44543
7.765,0.185945,1.43653
7.77,0.193104,1.42729
7.775,0.200217,1.41771
7.78,0.207281,1.40778
7.785,0.214294,1.39752
7.79,0.221255,1.38692
7.795,0.228163,1.37599
7.8,0.235015,1.36473
7.805,0.24181,1.35315
7.81,0.248546,1.34124
7.815,0.255221,1.32902
7.82,0.261835,1.31648
7.825,0.268386,1.30363
7.83,0.274871,1.29046
7.835,0.28129,1.277
7.84,0.287641,1.26323
7.845,0.293922,1.24917
7.85,0.300132,1.23481
7.855,0.306269,1.22017
7.86,0.312333,1.20524
7.865,0.318321,1.19003
7.87,0.324233,1.17454
7.875,0.330066,1.15878
7.88,0.33582,1.14274
7.885,0.341493,1.12645
7.89,0.347084,1.10989
7.895,0.352592,1.09308
7.9,0.358015,1.07602
7.905,0.363351,1.05871
7.91,0.368601,1.04115
7.915,0.373763,1.02336
7.92,0.378834,1.00534
7.925,0.383816,0.987082
7.93,0.388705,0.968603
7.935,0.393501,0.949904
7.94,0.398204,0.93099
7.945,0.402811,0.911866
7.95,0.407322,0.892536
7.955,0.411736,0.873005
7.96,0.416052,0.853278
7.965,0.420268,0.83336
7.97,0.424385,0.813255
7.975,0.428401,0.792968
7.98,0.432314,0.772504
7.985,0.436125,0.751868
7.99,0.439833,0.731065
7.995,0.443436,0.7101
8,0.446933,0.688977
8.005,0.450325,0.667702
8.01,0.45361,0.64628
8.015,0.456788,0.624715
8.02,0.459857,0.603013
8.025,0.462818,0.581178
8.03,0.465669,0.559216
8.035,0.46841,0.537131
8.04,0.47104,0.514929
8.045,0.473559,0.492614
8.05,0.475966,0.470191
8.055,0.47826,0.447666
8.06,0.480442,0.425044
8.065,0.482511,0.402329
8.07,0.484465,0.379527
8.075,0.486306,0.356642
8.08,0.488032,0.33368
8.085,0.489643,0.310646
8.09,0.491138,0.287544
8.095,0.492518,0.26438
8.1,0.493782,0.24116
8.105,0.494929,0.217887
8.11,0.495961,0.194567
8.115,0.496875,0.171205
8.12,0.497672,0.147806
8.125,0.498353,0.124375
8.13,0.498916,0.100918
8.135,0.499362,0.0774388
8.14,0.499691,0.0539429
8.145,0.499902,0.0304355
8.15,0.499995,0.00692146
8.155,0.499971,-0.016594
8.16,0.499829,-0.040106
8.165,0.49957,-0.0636093
8.17,0.499193,-0.0870989
8.175,0.498699,-0.11057
8.18,0.498087,-0.134017
8.185,0.497359,-0.157435
8.19,0.496513,-0.180819
8.195,0.49555,-0.204164
8.2,0.494471,-0.227466
8.205,0.493276,-0.250718
8.21,0.491964,-0.273916
8.215,0.490537,-0.297054
8.22,0.488994,-0.320129
8.225,0.487336,-0.343134
8.23,0.485563,-0.366065
8.235,0.483675,-0.388916
8.24,0.481674,-0.411683
8.245,0.479558,-0.434361
8.25,0.47733,-0.456944
8.255,0.474989,-0.479427
8.26,0.472536,-0.501806
8.265,0.469971,-0.524075
8.27,0.467296,-0.54623
8.275,0.464509,-0.568265
8.28,0.461613,-0.590175
8.285,0.458608,-0.611956
8.29,0.455494,-0.633603
8.295,0.452272,-0.655109
8.3,0.448943,-0.676472
8.305,0.445507,-0.697684
8.31,0.441966,-0.718743
8.315,0.43832,-0.739642
8.32,0.43457,-0.760377
8.325,0.430717,-0.780942
8.33,0.426761,-0.801334
8.335,0.422704,-0.821547
8.34,0.418546,-0.841576
8.345,0.414288,-0.861416
8.35,0.409932,-0.881063
8.355,0.405478,-0.900512
8.36,0.400927,-0.919758
8.365,0.396281,-0.938796
8.37,0.39154,-0.957622
8.375,0.386705,-0.976231
8.38,0.381778,-0.994618
8.385,0.376759,-1.01278
8.39,0.37165,-1.03071
8.395,0.366452,-1.0484
8.4,0.361167,-1.06586
8.405,0.355794,-1.08307
8.41,0.350336,-1.10003
8.415,0.344794,-1.11673
8.42,0.33917,-1.13318
8.425,0.333463,-1.14937
8.43,0.327676,-1.16529
8.435,0.321811,-1.18094
8.44,0.315867,-1.19632
8.445,0.309848,-1.21141
8.45,0.303754,-1.22623
8.455,0.297586,-1.24076
8.46,0.291347,-1.25499
8.465,0.285037,-1.26893
8.47,0.278658,-1.28258
8.475,0.272211,-1.29592
8.48,0.265699,-1.30895
8.485,0.259122,-1.32167
8.49,0.252483,-1.33408
8.495,0.245782,-1.34618
8.5,0.239022,-1.35795
8.505,0.232203,-1.3694
8.51,0.225328,-1.38053
8.515,0.218398,-1.39132
8.52,0.211415,-1.40178
8.525,0.204381,-1.4119
8.53,0.197297,-1.42169
8.535,0.190165,-1.43113
8.54,0.182986,-1.44023
8.545,0.175763,-1.44898
8.55,0.168497,-1.45738
8.555,0.16119,-1.46543
8.56,0.153843,-1.47313
8.565,0.146459,-1.48047
8.57,0.139039,-1.48744
8.575,0.131585,-1.49406
8.58,0.124099,-1.50031
8.585,0.116583,-1.5062
8.59,0.109038,-1.51172
8.595,0.101466,-1.51688
8.6,0.0938696,-1.52166
8.605,0.0862501,-1.52607
8.61,0.0786095,-1.53011
8.615,0.0709496,-1.53378
8.62,0.0632724,-1.53707
8.625,0.0555796,-1.53998
8.63,0.0478732,-1.54251
8.635,0.0401551,-1.54467
8.64,0.0324271,-1.54645
8.645,0.0246912,-1.54785
8.65,0.0169492,-1.54887
8.655,0.00920308,-1.54952
8.66,0.00145469,-1.54978
8.665,-0.00629406,-1.54966
8.67,-0.0140413,-1.54916
8.675,-0.021785,-1.54828
8.68,-0.0295234,-1.54702
8.685,-0.0372546,-1.54539
8.69,-0.0449767,-1.54337
8.695,-0.0526877,-1.54098
8.7,-0.0603858,-1.5382
8.705,-0.0680691,-1.53506
8.71,-0.0757357,-1.53153
8.715,-0.0833838,-1.52763
8.72,-0.0910114,-1.52336
8.725,-0.0986168,-1.51872
8.73,-0.106198,-1.5137
8.735,-0.113753,-1.50832
8.74,-0.121281,-1.50257
8.745,-0.128778,-1.49645
8.75,-0.136244,-1.48997
8.755,-0.143677,-1.48313
8.76,-0.151075,-1.47593
8.765,-0.158436,-1.46836
8.77,-0.165758,-1.46045
8.775,-0.17304,-1.45218
8.78,-0.180279,-1.44356
8.785,-0.187475,-1.43459
8.79,-0.194625,-1.42528
8.795,-0.201727,-1.41562
8.8,-0.20878,-1.40562
8.805,-0.215783,-1.39529
8.81,-0.222733,-1.38462
8.815,-0.229628,-1.37362
8.82,-0.236468,-1.36229
8.825,-0.243251,-1.35064
8.83,-0.249974,-1.33866
8.835,-0.256637,-1.32637
8.84,-0.263237,-1.31376
8.845,-0.269774,-1.30084
8.85,-0.276245,-1.28762
8.855,-0.28265,-1.27409
8.86,-0.288986,-1.26026
8.865,-0.295252,-1.24613
8.87,-0.301446,-1.23172
8.875,-0.307568,-1.21701
8.88,-0.313616,-1.20202
8.885,-0.319588,-1.18675
8.89,-0.325483,-1.1712
8.895,-0.3313,-1.15538
8.9,-0.337036,-1.13929
8.905,-0.342692,-1.12294
8.91,-0.348265,-1.10633
8.915,-0.353755,-1.08946
8.92,-0.35916,-1.07235
8.925,-0.364478,-1.05498
8.93,-0.369709,-1.03738
8.935,-0.374851,-1.01954
8.94,-0.379904,-1.00146
8.945,-0.384866,-0.98316
8.95,-0.389735,-0.964634
8.955,-0.394512,-0.94589
8.96,-0.399194,-0.926931
8.965,-0.403781,-0.907762
8.97,-0.408271,-0.888389
8.975,-0.412664,-0.868816
8.98,-0.416959,-0.849047
8.985,-0.421154,-0.829089
8.99,-0.42525,-0.808944
8.995,-0.429244,-0.788619
9,-0.433135,-0.768118
9.005,-0.436924,-0.747446
9.01,-0.44061,-0.726608
9.015,-0.44419,-0.705609
9.02,-0.447665,-0.684454
9.025,-0.451035,-0.663147
9.03,-0.454297,-0.641694
9.035,-0.457451,-0.6201
9.04,-0.460497,-0.598369
9.045,-0.463435,-0.576506
9.05,-0.466262,-0.554517
9.055,-0.46898,-0.532407
9.06,-0.471586,-0.51018
9.065,-0.474081,-0.487842
9.07,-0.476464,-0.465397
9.075,-0.478735,-0.442851
9.08,-0.480893,-0.420208
9.085,-0.482937,-0.397474
9.09,-0.484867,-0.374654
9.095,-0.486683,-0.351752
9.1,-0.488385,-0.328775
9.105,-0.489971,-0.305726
9.11,-0.491442,-0.28261
9.115,-0.492797,-0.259434
9.12,-0.494036,-0.236202
9.125,-0.495159,-0.212918
9.13,-0.496165,-0.189589
9.135,-0.497055,-0.166219
9.14,-0.497827,-0.142813
9.145,-0.498483,-0.119376
9.15,-0.499021,-0.0959137
9.155,-0.499442,-0.0724305
9.16,-0.499745,-0.0489318
9.165,-0.499931,-0.0254225
9.17,-0.5,-0.00190771
9.175,-0.49995,0.0216075
9.18,-0.499784,0.045118
9.185,-0.499499,0.0686188
9.19,-0.499097,0.0921048
